date,openings_rate,quits_rate,layoffs_rate,openings_z,quits_z,layoffs_z,composite,jolts_mci,jolts_mci_ma12
2011-10-01,2.7,1.5,1.4,-0.7597879385222496,-1.409202870617387,-0.065845313491498,-0.7449453742103782,88.39996737823155,88.388131261355
2011-11-01,2.6,1.5,1.4,-0.838740616581368,-1.409202870617387,-0.065845313491498,-0.7712629335634177,87.88714194585518,88.85898357775766
2011-12-01,2.8,1.5,1.4,-0.6808352604631315,-1.409202870617387,-0.065845313491498,-0.7186278148573387,88.91279281060793,89.08525929484868
2012-01-01,2.8,1.5,1.3,-0.6808352604631315,-1.409202870617387,0.10896525330009008,-0.6603576259268095,90.04824896868442,89.41530679955639
2012-02-01,2.6,1.6,1.4,-0.838740616581368,-1.1321642984121334,-0.065845313491498,-0.6789167428283331,89.68660497951836,89.50992814606275
2012-03-01,2.9,1.6,1.3,-0.601882582404013,-1.1321642984121334,0.10896525330009008,-0.5416938758386854,92.360537434724,89.63813450415684
2012-04-01,2.8,1.6,1.4,-0.6808352604631315,-1.1321642984121334,-0.065845313491498,-0.6262816241222543,90.71225584427113,89.58280059785795
2012-05-01,2.8,1.6,1.5,-0.6808352604631315,-1.1321642984121334,-0.24065588028308646,-0.6845518130527837,89.57679968619463,89.58280059785795
2012-06-01,2.8,1.6,1.4,-0.6808352604631315,-1.1321642984121334,-0.065845313491498,-0.6262816241222543,90.71225584427113,89.66827150325402
2012-07-01,2.7,1.5,1.3,-0.7597879385222496,-1.409202870617387,0.10896525330009008,-0.6866751852798488,89.53542353630804,89.80562830245843
2012-08-01,2.8,1.5,1.4,-0.6808352604631315,-1.409202870617387,-0.065845313491498,-0.7186278148573387,88.91279281060793,90.20016015457533
2012-09-01,2.8,1.4,1.3,-0.6808352604631315,-1.6862414428226404,0.10896525330009008,-0.7527038166618939,88.24878593502123,90.66756445848745
2012-10-01,2.7,1.5,1.4,-0.7597879385222496,-1.409202870617387,-0.065845313491498,-0.7449453742103782,88.39996737823155,90.66756445848745
2012-11-01,2.8,1.5,1.4,-0.6808352604631315,-1.409202870617387,-0.065845313491498,-0.7186278148573387,88.91279281060793,90.95487651049712
2012-12-01,2.9,1.5,1.3,-0.601882582404013,-1.409202870617387,0.10896525330009008,-0.63404006657377,90.5610744010608,91.22959010890592
2013-01-01,2.8,1.7,1.2,-0.6808352604631315,-0.8551257262068804,0.28377582009167857,-0.41739505552611106,94.7826311940873,91.40968236080836
2013-02-01,2.9,1.7,1.2,-0.601882582404013,-0.8551257262068804,0.28377582009167857,-0.39107749617307164,95.29545662646368,91.75232831911693
2013-03-01,2.9,1.6,1.3,-0.601882582404013,-1.1321642984121334,0.10896525330009008,-0.5416938758386854,92.360537434724,92.18959562393185
2013-04-01,2.9,1.7,1.3,-0.601882582404013,-0.8551257262068804,0.10896525330009008,-0.4493476851036011,94.16000046838718,92.58757548853931
2013-05-01,3.0,1.6,1.3,-0.5229299043448946,-1.1321642984121334,0.10896525330009008,-0.5153763164856461,92.87336286710037,93.2049350452567
